,aspect,opinion,negative,neutral,positive
116,Beverages,"I had drink with passion fruit juice which was excellent. The white wine sangria was just eeeh, nothing fabulous. My colleagues had the x-tini and ordered a second round of them",0,0,1
117,Taste,"Delicious, hearty tasting",0,0,1
118,Menu,no fiddly garnishes or foam here,0,0,1
119,Room,quiet back private room,0,0,1
120,Main room,pretty buzzy with local tech types flirting over excellent Pinot Noir,0,0,1
121,Vietnamese menu,"exceptional crab wonton soup with coriander and coconut and a beef salad, flash fried to perfection",0,0,1
122,Dishes,Princess Rice and Shaking Beef are great,0,0,1
123,Service,great,0,0,1
124,Menu,creative options,0,0,1
125,Beef,melt in your mouth style,0,0,1
126,Prawns,gigantic,0,0,1
127,Noodles,fun,0,0,1
128,Price,a little pricey,1,0,0
129,Ambiance,nice,0,0,1
130,Food quality,Excellent,0,0,1
131,Dishes,inventive,0,0,1
132,Price,reasonable,0,0,1
133,Desserts,to die for,0,0,1
134,Overall satisfaction,fantastic,0,0,1
135,Food,very good and tasty,0,0,1
136,Service,excellent,0,0,1
137,Food,"The tastiest, most interesting",0,0,1
138,Overall satisfaction,wonderful,0,0,1
139,Gourmet Vietnamese,gourmet,0,0,1
140,Shaking beef with garlic fried rice,amazing,0,0,1
141,Location,wants to be in a bigger city,1,0,0
142,Vietnamese food,"best in the bay area, bar none. as good or better than slanted door, with none of the attitude",0,0,1
143,Taste,sparkle all of your taste buds,0,0,1
144,Food,"It's not too bad food, but of course, it's a tad overpriced for 'not too bad food'",1,0,0
145,Food,my wife loved it more than I did,0,0,1
146,Options,lots of options,0,0,1
147,Ambiance,"tables are a bit too close for comfort than other such places, seems more after work or groups friendly",1,0,0
148,Staff,Very courteous staff,0,0,1
149,Overall satisfaction,Liked it,0,0,1
150,Chef's tasting menu,best meal,0,0,1
151,Vietnamese cuisine,delicious,0,0,1
152,Shaking beef,cooked to perfection,0,0,1
153,Crab wontons,yummy,0,0,1
154,Apple dessert,fantastic,0,0,1
155,Coconut ice cream,fantastic,0,0,1
156,Service,pretty amazing,0,0,1
157,Recommendation,I definitely recommend Tamarine,0,0,1
158,Service,"short-staffed, so service wasn't great",1,0,0
159,Food,good food,0,0,1
160,Kobe Beef Pho,I love Kobe Beef. I love Pho. What better combination than to have Kobe Beef Pho?,0,0,1
161,Taste,I did detect a slightly stronger taste of ginger and cinnamon than what I'm used to at humbler Vietnamese restaurants.,0,0,1
162,Shrimp Spring Rolls,"They were just above average. There was nothing wrong with them, I just thought they would be taken to another level taste-wise at Tamarine.",1,0,0
163,Banana Beignet,The Banana Beignet for dessert was awesome and my favorite dish of the entire meal.,0,0,1
164,Price,"other than the price, but the price seems reasonable for the quality of the food, so I'm not complaining",0,0,1
165,Food,Everything's great here,0,0,1
166,Vietnamese fusion tapas,"I really dig tapas, especially Vietnamese fusion tapas, and Tamarine does it really really well",0,0,1
167,Food,high quality,0,0,1
168,Atmosphere,lovely,0,0,1
169,Value for money,Definitely worth a visit,0,0,1
170,Restaurant,One of my favorite restaurants in Palo Alto,0,0,1
171,Lamb chops,great,0,0,1
172,Tamarine Prawns,great,0,0,1
173,Empress rice,great,0,0,1
174,MSG,If you like MSG this is the place to go,0,0,1
175,MSG,I feel that I have overdosed on it after eating there,1,0,0
176,Overall satisfaction,nice place,0,0,1
177,Vietnamese-inspired asian cuisine,wonderfully prepared,0,0,1
178,Wine,well-chosen list,0,0,1
179,Ambiance,warm and cozy if a bit loud atmosphere,0,0,1
180,Shared dishes,work best,0,0,1
181,Variety,is definitely the spice of life here,0,0,1
182,Food,bright and tasty,0,0,1
183,Beef,stand out of the meal,0,0,1
184,Curried soup,tasty,0,0,1
185,Space,one of the nicer ones,0,0,1
186,Service,accommodating to the point that it was almost over the top,0,0,1
