,aspect,opinion,negative,positive
107,Food,"Suffice to say, it tastes good",0,1
108,Appetizers,interesting in Vive Sol,0,1
109,Appetizers,None so that the free tortilla chips which comes with two exciting salsas,0,1
110,Appetizers,Both of the salsas are spicy and tingly,0,1
111,Appetizers,Add some guacamole as a side order and it makes for an excellent and relatively cheap appetizer,0,1
112,Appetizers,Their menu offers other interesting appetizers,0,1
113,Appetizers,Their chalupa is worth trying as an appetizer,0,1
114,Appetizers,Just remember to not think of the one you get in Taco Bell,0,1
115,Drinks,I did order a virgin peach margarita which was lovely,0,1
116,Sauce,Vive Sol’s speciality in my opinion is their wonderful rendition of guajillo sauce,0,1
117,Sauce,I tasted this sauce for the first time in Vive Sol and fell in love with it instantly,0,1
118,Sauce,I have since recommended it to multiple friends who all ended up enjoying it just as much,0,1
119,Sauce,Guajillo is a type of chili pepper fairly common in Mexico,0,1
120,Sauce,"Surprisingly, I have not come across the pepper much",0,1
121,Sauce,Vive Sol uses this pepper to great effect in a creamy sauce that is just about the right spice level and perfect,0,1
122,Entree,I had a veggie burrito with Guajillo sauce which was awesome,0,1
123,Entree,It paired well with the Spanish rice and beans on the side,0,1
124,Portion size,Portions can be deceiving,1,0
125,Portion size,"If one gorges on the tortilla chips prior to the entree, the portion is perfectly adequate for dinner",0,1
126,Portion size,"For lunch, it depends on the hunger factor",0,1
127,Overall satisfaction,"Overall, I am a happy camper at Vive Sol and would recommend it very strongly",0,1
128,Overall satisfaction,very good,0,1
129,Burrito Sonoma,quite enjoyed,0,1
130,Ambiance,too loud for my tastes,1,0
131,Service,Slow service this night,1,0
132,Ability to mix dishes,good,0,1
