,aspect,opinion,negative,positive
98,Food,"very tasty and good, the seafood pasta had lots of seafoods in it and the portion was generous",0,1
99,Table,outside table with the umbrella at sinbads,0,1
100,Drinks,cold drinks,0,1
101,Calamari appetizer,gorgeous,0,1
102,Seafood pasta,delicious,0,1
103,Deep fried prawns,delicious,0,1
104,Seafood combination,delicious,0,1
105,Clubhouse sandwich,delicious,0,1
106,Birthday celebration,good,0,1
107,Dinner,outstanding,0,1
108,Swordfish,so good,0,1
109,Lobster thermidor,so good,0,1
110,View,impeccable on the ocean,0,1
111,Overall satisfaction,Girls had a great time celebrating our girls birthday at Sinbads,0,1
112,Location,Drank on their outdoor patio on the water. No better place to get away with that amazing ocean view,0,1
113,Recommendation,Sinbads is the best,0,1
114,Appeal,WEIRD,1,0
115,Food,decent,0,1
116,Cajun salmon,delicious,0,1
117,View of the Bay Bridge,killer,0,1
118,Seafood,good piece of seafood,0,1
119,Food,I know exactly what Im getting my money for and its good food!,0,1
120,Experience,it was a great experience,0,1
121,Service,"I had reservations, they lost them. Even though I showed them the email confirmation they sent me After that they made me wait 45 minutes to be seated, keep in mind the restaurant was empty. It has to be the worst service Ive ever had in my life, I cant even make this up.",1,0
122,Food,"We were a party of 6, after waiting 40 minutes for appetizers they told us they were out of three different types of soups .. After a 20 minutes of a game of wheres our waiter they found him later to take the food order .. The steaks  we ordered medium well  came out rare we sent them Back they came back chopped looking like dog food and tasted like shoe leather",1,0
123,Management,We asked for the mgr and came over and informed us the waiter was new and did not know what he was doing Really ..... When my wife complained he  told her she was classy in front of my four children,1,0
124,Value for money,it came out on a piece of paper that look liked hieroglyphics and after the rewrite amazingly it was $70 less...... wish I wouldve read all the other horrible reviews on various websites,1,0
125,Scenic,Scenic,0,1
126,Dining,great place to bring guests,0,1
127,Food,food was delicious with big portions,0,1
128,Chocolate cake,deliciously sinful,0,1
129,Light show,must see,0,1
130,Food,always good,0,1
131,View,spectacular,0,1
132,Overall satisfaction,Everyone in my office commented on how great everything was,0,1
133,Food,Food was fantastic,0,1
134,Service,service was excellent,0,1
135,Location,location being on the water is unbeatable,0,1
136,Recommendation,I will definitely come back,0,1
137,Place,needs a facelife,1,0
138,Food,good,0,1
139,Food,food is bad,1,0
140,Restaurant,restaurant is dirty,1,0
141,Chairs,Dust on the wood trim of the chairs,1,0
142,Tables,I noticed crumbs/food under the two tables next to ours,1,0
143,Tablecloth,Our tablecloth was stained,1,0
144,Womans restroom,sink and soap dispenser were filthy,1,0
145,Lunch,I went for lunch,0,1
146,Blackened swordfish,so spicy I could not eat it,1,0
147,Clam chowder,sweet,1,0
148,Water for tea,not hot,1,0
149,Service,excellent,0,1
150,View,excellent,0,1
151,Food,"Havent eaten here, but went for drinks",1,0
152,View,"You cant beat the view, especially if you eat outside",0,1
153,Atmosphere,nice and inviting,0,1
154,Food,given in abundance,0,1
155,Service,waiters laughed and played with our son,0,1
156,Service,waitress took her time with us,0,1
157,Service,actually served us,0,1
158,View of the bay bridge light show,the best bar none,0,1
159,Food,good,0,1
160,Ambiance,old San Francisco,0,1
161,Customer service,Long standing and loyal,0,1
162,Views,Breathtaking views of Bay Bridge light show,0,1
163,Steak,Excellent steak,0,1
164,Clam chowder,lots of clams,0,1
165,Host,very friendly on greeting us and gave us a great table on the bay with an amazing view of the lighted bay bridge,0,1
166,Waiter,very funny and gave us great service,0,1
167,Place,old but in a good way,0,1
168,Captain's seafood combination,delicious,0,1
169,Wild swordfish,very fresh,0,1
170,Chocolate cake,the best yet,0,1
171,Experience,nice,0,1
172,Family friendliness,awesome in every way,0,1
173,Sea lions,got them excited,0,1
174,Kids menu,enjoyed,0,1
175,Food,great,0,1
176,View,even greater,0,1
