,aspect,opinion,negative,positive
70,Seafood,great,0,1
71,Seafood,great,0,1
72,Ambiance,loud and not lots of space,1,0
73,Wait time,Over an hour wait for happy hour,1,0
74,Tables,The little around tables against the walls are actual tables where you can order food and drinks. They even have hooks underneath for your bag or coat.,0,1
75,Oysters,"HH oysters ($1 each must order at least 6). They were fine, typical.",1,0
76,Clams,HH clams ($6) was great but really small. It comes with shells in a small mug.,0,1
77,Chowder,"HH seafood chowder ($6) was good, not great.",0,1
78,Tacos,HH   rock cod tacos ($10) were great but the tortilla doesn't hold. Had to eat it with a fork.,0,1
79,Uni Toast,"Uni Toast ($11) if you like uni, you will love this.",0,1
80,Crudo sampler,Crudo sampler ($14) was pretty awesome. My fave of the night.,0,1
81,Lobster tomato salad,Lobster tomato salad ($20). I think the cheese threw it off for me. I would not order it again.,1,0
82,Service,Service was spotty. Staff was cool but not exactly attentive.,1,0
83,Non-alcoholic drinks,Wish they offered house made non-alcoholic drinks or at least more options.,1,0
84,Happy hour,I don't think happy hour is worth the wait. I would make a reservation and come back for dinner.,1,0
85,Temperature,"Upstairs is really hot, ask to be seating downstairs.",1,0
86,First crudo,favorite restaurant,0,1
87,Everything,spot on,0,1
88,Hip,very personable,0,1
89,Cool dining,Defined cool dining for me,0,1
90,Crudos,very well done,0,1
91,Sashimi quality seafood,"thought the sevice tends to be slow, perhaps due to the popularity of the restaurant has overburden the small kitchen staff",1,0
92,Dinner,awesome table overlooking the rest of the place,0,1
93,Food,variety of dishes and shared,0,1
94,Crudo,favorite,0,1
95,Butterfish,favorite,0,1
96,Uni avocado toast,good,0,1
97,Seafood chowder,good,0,1
98,White wine,good,0,1
99,Server,good recommendation,0,1
100,Ambiance,classy and nautical,0,1
101,I,definitely go again when I'm interested in this type of food,0,1
102,Overall satisfaction,fantastic dining experience in a wonderful environment,0,1
103,Raw menu selections,top quality and delicious,0,1
104,Wine and beer menu,good,0,1
105,Service,friendly,0,1
106,Fish,Great,0,1
107,Beer selection,Great,0,1
108,Special place,Bar Crudo is my special place :),0,1
109,Raw menu,amazing,0,1
110,Crudo Sampler,Definitely try the Crudo Sampler and go from there (Arctic char!),0,1
111,Oysters,Oh and try the oysters too,0,1
112,Place size,small,1,0
113,Place noise,loud,1,0
114,Crowds,*always* crowded,1,0
115,Ambiance,Crude and Rude,1,0
116,Space,Very tight quarters,1,0
117,Seafood,amazing,0,1
