,aspect,opinion,negative,neutral,positive
74,Gulf Shrimp Tempura,OKAY,0,1,0
75,Cheesecake,excellent,0,0,1
76,Warm Chocolate Cake,delicious,0,0,1
77,Price,"$410 after tax/tip and a bottle of $70 wine, but for the incredible food, ambiance, and service, it was worth every penny",0,0,1
78,Service,top-notch,0,0,1
79,Waiter,immediately said it would be on the house,0,0,1
80,Reputation,They really care about their reputation,0,0,1
81,Dine About Town,loved it,0,0,1
82,Butterfish,delicious,0,0,1
83,Hibachi,good,0,0,1
84,Clay pot rice with truffles,stole the show,0,0,1
85,Vibe,pushes out a hip vibe,0,0,1
86,Underground lounge,fancy term for basement bar,0,0,1
87,Value,good place if you have to wait for your table,0,0,1
88,Price,drinks and food is pricey,1,0,0
89,Preparation,well prepared,0,0,1
90,Dine About Town,probably the best value Dine About Town menu I have seen,0,0,1
91,Recommendation,I recommend the restaurant,0,0,1
92,Food,"great food, fantastic service and an overall fun experience",0,0,1
93,Meal,Omakase,0,0,1
94,Approaches to classic food,"from the butterfish with crispy garlic, to the unagi with a punchy, but fantastically distinct sauce",0,0,1
95,Staff,"ridiculously attentive, and the manager was extremely gracious and made sure to take care of us",0,0,1
96,Atmosphere,its worth sitting at the bar--the chef and the rest of the kitchen staff were quite fun to watch (and listen to),0,0,1
97,Food,Really tasty fusion food,0,0,1
