,aspect,opinion,negative,neutral,positive
71,Food,"Every dish, from pasta to fish, is tasty, well prepared with fresh vegetables and wonderful warm bread",0,0,1
72,Service,very warm and friendly service,0,0,1
73,Customer service,attitude is welcome by us,0,0,1
74,Lunch,Excellent,0,0,1
75,Pasta,cooked to perfection,0,0,1
76,Wine,excellent,0,0,1
77,Dessert,excellent,0,0,1
78,Staff,friendly and knowledgeable,0,0,1
79,Location,The Italian restaurant is one of the first in a line of great eats in Castro St.,0,0,1
80,Seating,"We had to wait a couple of minutes to get seated, not because it was full but because the maître d’ was busy talking to someone in Italian. We managed to get a seat outside. The restaurant seemed busy for a weekday lunch but they had enough seats outside (and inside if we wanted).",0,1,0
81,Appetizers,"Anticipating a heavy lunch, we skipped ordering any antipasti. We were offered bread with dipping oil. The bread was very tasty and had a flavor of its own and the dipping oil had herbs in it that made it a nice starting piece.",0,0,1
82,Main Course,"My wife ordered a Penne Alla Diavola and I ordered a Ravioli Con Spinaci Di Mascarpone. In non-Italian terms, the Penne dish came with bunch of veggies most notably chunks of eggplant. My spinach ravioli was filled with ricotta cheese and came in a marinara-mascarpone sauce. The penne was good but nothing special. The spinach ravioli was good but the marinara-mascarpone sauce was heavenly. It elevated the ravioli to new levels of exuberance.",0,0,1
83,Dessert,We were already full but Yelp! reviewers had raved about the Tiramusu. The dessert came in pretty quick and was to die for. A hint of chocolate made it a tad bitter- but to good effect. Loved it.,0,0,1
84,Summary,We enjoyed the warm afternoon out eating fun Italian food.,0,0,1
85,Overall satisfaction,very good place,0,0,1
86,Food,good food,0,0,1
87,Fun,good fun,0,0,1
88,Planning,planning to do a 2 visit,0,0,1
89,Portion size,Small,1,0,0
90,Price,Expensive,1,0,0
91,Live music,Pleasant weekend live music,0,0,1
92,Italian dishes,traditional,0,0,1
93,Full-meal salads,available,0,0,1
94,Zabaglione,fantastic,0,0,1
95,Tablecloths,cloth,0,0,1
96,Service,Awesome service,0,0,1
97,Owners,friendly,0,0,1
98,Food,decent,0,0,1
99,Pricing,priced right,0,0,1
