,aspect,opinion,negative,neutral,positive
58,Size,The tiniest ramen place Ive ever been to,1,0,0
59,Price,"Nine bucks later, I had my standard bowl of ramen, which wasnt any better than any ramen Ive gotten at other places in the past. Maybe Im missing something, but this was just regular old not-mindblowing ramen for a bit more than Id be willing to pay for again.",1,0,0
60,Location,"And youd think, being near chinatown, that thered be a lot of ramen options, not that ramen is chinese, but you know, at least something, so I intend to branch out eventually and find out where that ramen is. That being said there were lots of add-on options for my ramen that might have made it better, but would still keep it expensive. Thats downtown for you.",1,0,0
61,Size,The place was pretty small and tight,1,0,0
62,Wait time,"there was a bit of a wait, but Im used to waiting for good lunch",1,0,0
63,Miso broth,"spicy miso broth which was pretty good. I described it as a clean miso taste. It wasnt shocking to the tastebuds, but the flavor was definitely there, and it was yummy!",0,0,1
64,Noodles,The noodles had a good spring to them,0,0,1
65,Pork belly,"pork belly fell a bit short, it tasted like it was slow cooked long enough (didnt break apart that easily)",1,0,0
66,Mushrooms,The mushrooms also tasted a bit undercooked,1,0,0
67,Salt broth,"my friend had the salt broth, and that was pretty good as well",0,0,1
68,Location,"For being in the FiDi, I think this is one of the best Ramen places in the city proper",0,0,1
69,Price,Cheap,0,0,1
70,Noodles,fresh ingredients,0,0,1
71,Food,good,0,0,1
72,Noodles,simple,0,0,1
73,Noodles,authentic,0,0,1
74,Noodles,fast,0,0,1
75,Ambiance,you can also head straight to rickhouse across the street and grab a drink,0,0,1
76,Taste,Super tasty veggie ramen,0,0,1
77,Price,adding the extras can quickly make it an expensive one,1,0,0
78,Mood,"Perfect for a groggy, gray SF afternoon",0,0,1
79,Size,It is a tiny place,1,0,0
80,Expectations,expect quite a few delays unless you make it sharp at 12p,1,0,0
81,Size,closet-sized,1,0,0
82,Location,dropped into the Financial District,1,0,0
83,Prices,raise its prices enough to keep the lines short,1,0,0
84,Kotteri,add kotteri and dumplings,0,0,1
85,Sleep,sleep well,0,0,1
86,Flavours,Interesting mix of flavours,0,0,1
87,Value for money,Great value for money,0,0,1
88,Wait time,had to wait about 20ish minutes in the cold for a table,1,0,0
89,Menu,pretty easy,0,0,1
90,Price,$8 for a bowl of ramen with only ONE slice of pork and some green onions is pretty steep,1,0,0
91,Broth,"MSG MUCH?? I got the spicy miso (not spicy at all), and by the end of my meal, I was so thirsty. This lasted throughout the day. Ugh, disgusting! Definitely not home-made soup bases, and rather just powdered packets from the supermarket or something",1,0,0
92,Ramen,"decent, though the portion was kind of small for $8",1,0,0
93,Pork,"Pork was not good. It didnt have much flavor, and rather bland. And only one thin slice of pork? REALLLY?????",1,0,0
94,Service,"At the end when my coworkers and I paid separately ($20 each since we just pulled out cash from the ATM knowing that it was a cash only place).. the waitress was like Well, this makes it hard for us to give change. Well maybe if you didnt have a stupid cash only policy, this wouldnt happen! I mean, most people are gonna be coming in with $20s, so either get more $1 and $5 bills, or start accepting credit cards",1,0,0
95,Wait time,pretty long,1,0,0
96,Size,small and cute,0,0,1
97,Accommodation,doesnt accommodate for many people,1,0,0
98,Miso ramen,delicious,0,0,1
99,Miso ramen,a bit too salty,1,0,0
100,Size,tiny,1,0,0
101,Spicy ramen,like,0,0,1
102,Soy ramen,weird,1,0,0
103,Crowds,may be a line,1,0,0
104,Spicy soy sauce ramen,best ramen Ive eaten,0,0,1
105,BBQ pork,Awesome,0,0,1
106,Tofu,Awesome,0,0,1
107,Boiled eggs,Awesome,0,0,1
