,aspect,opinion,negative,positive
93,Tiramisu,"no coffee taste, did not contain real mascarpone, had tasteless chocolate powder instead of real bitter chocolate on top",1,0
94,Location,Very nice location,0,1
95,Ambiance,good ambiance,0,1
96,Selection,wonderful things to choose from,0,1
97,Desserts,extraordinary,0,1
98,Decor,so modern and beautiful,0,1
99,Selection,"plethora of cakes, ice creams and food to choose from",0,1
100,Taste,"The decorations on the food are ALWAYS beautiful. Gold fleck, rose petals, the whole 9 yards. But almost always the taste can't match up to the looks",1,0
101,Sorbets,homemade sorbets however are ALWAYS tasty :),0,1
102,Overall satisfaction,"Something told me that there just had to be more to it than what we experienced the first go around, and we were right",0,1
103,Desserts,cased the desserts to find the best of the best to try,0,1
104,Bread pudding,one waitress said that the croissant bread pudding was on the guests' 'top ten list of things to eat before you die',0,1
105,Bread pudding,This went beyond extraordinary,0,1
106,Chocolate strudel,Also amazing,0,1
107,Food,really depends on what you get,1,0
108,Prices,prices are high,1,0
109,Wait,wait is too long,1,0
110,Service,just okay,1,0
111,Desserts,average about 4 stars,0,1
112,Presentation and ambiance,gives this place the 5 stars,0,1
113,Pineapple Cheesecake,5 star that should not be missed,0,1
114,Cost,typical costs are $15-18 dollars per person,1,0
115,Overall satisfaction,Just the best!,0,1
116,Location,"I actually go to the Little Italy location, it is much bigger tan the Hillcrest one",0,1
117,Decor,chic and simple,0,1
118,Desserts,Yum!!! I love the macadamia cheese cake and the raspberry scone. The truffles are simply the best,0,1
119,Variety,"It is also very cool that they offer a variety of salads, appetizers and tapenades",0,1
120,Crowd,"The ponly down side is that it can get very crowded during the weekend and they don´t take reservations- so the waiting time can be a bummer; otherwise, I highly recommend this place to everyone",1,0
121,Desserts,Best in all of San Diego,0,1
